Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
1904,St Louis,Athletics,Athletics,"HILLMAN, Harry",United States,Men,400M,Summer
1904,St Louis,Athletics,Athletics,"HILLMAN, Harry",United States,Men,400M Hurdles,Summer
1904,St Louis,Athletics,Athletics,"MUNSON, David Curtis",United States,Men,4Miles Team,Summer
1904,St Louis,Athletics,Athletics,"NEWTON, Arthur",United States,Men,4Miles Team,Summer
1904,St Louis,Athletics,Athletics,"PILGRIM, Paul Harry",United States,Men,4Miles Team,Summer
1904,St Louis,Athletics,Athletics,"UNDERWOOD, George",United States,Men,4Miles Team,Summer
1904,St Louis,Athletics,Athletics,"VALENTINE, Howard",United States,Men,4Miles Team,Summer
1904,St Louis,Athletics,Athletics,"DESMARTEAU, Etienne",Canada,Men,56LB Weight Throw (25.4KG),Summer
1904,St Louis,Athletics,Athletics,"HAHN, Archie",United States,Men,60M,Summer
1904,St Louis,Athletics,Athletics,"LIGHTBODY, James",United States,Men,800M,Summer
1904,St Louis,Athletics,Athletics,"KIELY, Thomas Francis",United Kingdom,Men,Decathlon,Summer
1904,St Louis,Athletics,Athletics,"SHERIDAN, Martin",United States,Men,Discus Throw,Summer
1904,St Louis,Athletics,Athletics,"FLANAGAN, John Jesus",United States,Men,Hammer Throw,Summer
1904,St Louis,Athletics,Athletics,"JONES, Samuel",United States,Men,High Jump,Summer
1904,St Louis,Athletics,Athletics,"EWRY, Ray",United States,Men,"High Jump, Standing",Summer
1904,St Louis,Athletics,Athletics,"PRINSTEIN, Meyer",United States,Men,Long Jump,Summer
1904,St Louis,Athletics,Athletics,"EWRY, Ray",United States,Men,"Long Jump, Standing",Summer
1904,St Louis,Athletics,Athletics,"HICKS, Thomas",United States,Men,Marathon,Summer
1904,St Louis,Athletics,Athletics,"DVORAK, Charles",United States,Men,Pole Vault,Summer
1904,St Louis,Athletics,Athletics,"ROSE, Ralph",United States,Men,Shot Put,Summer
1904,St Louis,Athletics,Athletics,"EMMERICH, Max",United States,Men,Triathlon (Long Jump / Shot Put / 100 Yards),Summer
1904,St Louis,Athletics,Athletics,"PRINSTEIN, Meyer",United States,Men,Triple Jump,Summer
1904,St Louis,Athletics,Athletics,"EWRY, Ray",United States,Men,"Triple Jump, Standing",Summer
1904,St Louis,Boxing,Boxing,"FINNEGAN, George",United States,Men,- 47.63KG (Flyweight),Summer
1904,St Louis,Boxing,Boxing,"BERGER, Samuel",United States,Men,+ 71.67KG (Heavyweight),Summer
1904,St Louis,Boxing,Boxing,"KIRK, Oliver L.",United States,Men,47.63 - 52.16KG (Bantamweight),Summer
1904,St Louis,Boxing,Boxing,"KIRK, Oliver L.",United States,Men,52.16 - 56.7KG (Featherweight),Summer
1904,St Louis,Boxing,Boxing,"SPANGER, Harry J.",United States,Men,56.7 - 61.24KG (Lightweight),Summer
1904,St Louis,Boxing,Boxing,"YOUNG, Albert",United States,Men,61.24 - 65.77KG (Welterweight),Summer
1904,St Louis,Boxing,Boxing,"MAYER, Charles",United States,Men,65.77 - 71.67KG (Middleweight),Summer
1904,St Louis,Cycling,Cycling Track,"HURLEY, Marcus",United States,Men,1 Mile (1609.3M),Summer
1904,St Louis,Cycling,Cycling Track,"HURLEY, Marcus",United States,Men,1/2 Mile (804.7M),Summer
1904,St Louis,Cycling,Cycling Track,"HURLEY, Marcus",United States,Men,1/3 Mile (536.5M),Summer
1904,St Louis,Cycling,Cycling Track,"HURLEY, Marcus",United States,Men,1/4 Mile (402.3M),Summer
1904,St Louis,Cycling,Cycling Track,"DOWNING, Burton",United States,Men,2 Miles (3.218KM),Summer
1904,St Louis,Cycling,Cycling Track,"DOWNING, Burton",United States,Men,25 Miles (40.232KM),Summer
1904,St Louis,Cycling,Cycling Track,"SCHLEE, Charles",United States,Men,5 Miles (8.046KM),Summer
1904,St Louis,Fencing,Fencing,"FONST, Ramon",Cuba,Men,Épée Individual,Summer
1904,St Louis,Fencing,Fencing,"FONST, Ramon",Cuba,Men,Foil Individual,Summer
1904,St Louis,Fencing,Fencing,"DIAZ, Manuel",Mixed Team,Men,Foil Team,Summer
1904,St Louis,Fencing,Fencing,"FONST, Ramon",Mixed Team,Men,Foil Team,Summer
1904,St Louis,Fencing,Fencing,"VAN ZO POST, Albertson",Mixed Team,Men,Foil Team,Summer
1904,St Louis,Fencing,Fencing,"DIAZ, Manuel",Cuba,Men,Sabre Individual,Summer
1904,St Louis,Fencing,Fencing,"VAN ZO POST, Albertson",Cuba,Men,"Stick, Single",Summer
1904,St Louis,Football,Football,"BARTLIFF, Charles Albert",United States,Men,Football,Summer
1904,St Louis,Football,Football,"BRADY, Joseph J.",United States,Men,Football,Summer
1904,St Louis,Football,Football,"BRITTINGHAM, Warren G.",United States,Men,Football,Summer
1904,St Louis,Football,Football,"BROCKMEYER, Oscar B.",United States,Men,Football,Summer
1904,St Louis,Football,Football,"COOKE, George Edwin",United States,Men,Football,Summer
1904,St Louis,Football,Football,"COOKE, Thomas J.",United States,Men,Football,Summer
1904,St Louis,Football,Football,"COSTGROVE, Cormic F.",United States,Men,Football,Summer
1904,St Louis,Football,Football,"CUDMORE, Alexander",United States,Men,Football,Summer
1904,St Louis,Football,Football,DIERKES,United States,Men,Football,Summer
1904,St Louis,Football,Football,"DOOLING, Martin T.",United States,Men,Football,Summer
1904,St Louis,Football,Football,"DUCKER, George",Canada,Men,Football,Summer
1904,St Louis,Football,Football,"FRASER, John Alexander",Canada,Men,Football,Summer
1904,St Louis,Football,Football,"FROST, Frank",United States,Men,Football,Summer
1904,St Louis,Football,Football,"GOURLEY, John",Canada,Men,Football,Summer
1904,St Louis,Football,Football,"HALL, Alexander",Canada,Men,Football,Summer
1904,St Louis,Football,Football,"JAMESON, Claude Stanley",United States,Men,Football,Summer
1904,St Louis,Football,Football,"JAMESON, Henry Wood",United States,Men,Football,Summer
1904,St Louis,Football,Football,"JANUARY, Charles James",United States,Men,Football,Summer
1904,St Louis,Football,Football,"JANUARY, John Hartnett",United States,Men,Football,Summer
1904,St Louis,Football,Football,"JANUARY, Thomas Thurston",United States,Men,Football,Summer
1904,St Louis,Football,Football,"JOHNSON, -",United States,Men,Football,Summer
1904,St Louis,Football,Football,"JOHNSON, Albert",Canada,Men,Football,Summer
1904,St Louis,Football,Football,"LANE, Robert",Canada,Men,Football,Summer
1904,St Louis,Football,Football,"LAWLER, Raymond E.",United States,Men,Football,Summer
1904,St Louis,Football,Football,"LINTON, Ernest",Canada,Men,Football,Summer
1904,St Louis,Football,Football,"LYDON, Joseph",United States,Men,Football,Summer
1904,St Louis,Football,Football,"MACDONALD, Gordon",Canada,Men,Football,Summer
1904,St Louis,Football,Football,"MENGES, Louis John",United States,Men,Football,Summer
1904,St Louis,Football,Football,O'CONNELL,United States,Men,Football,Summer
1904,St Louis,Football,Football,"RATICAN, Peter Joseph",United States,Men,Football,Summer
1904,St Louis,Football,Football,"STEEP, Frederick",Canada,Men,Football,Summer
1904,St Louis,Football,Football,"TATE, Harry",United States,Men,Football,Summer
1904,St Louis,Football,Football,"TAYLOR, Thomas",Canada,Men,Football,Summer
1904,St Louis,Football,Football,"TWAITS, William",Canada,Men,Football,Summer
1904,St Louis,Golf,Golf,"LYON, George Seymour",Canada,Men,Individual,Summer
1904,St Louis,Golf,Golf,"CUMMINS, Edward M.",United States,Men,Team,Summer
1904,St Louis,Golf,Golf,"EDWARDS, Kenneth Paine",United States,Men,Team,Summer
1904,St Louis,Golf,Golf,"EGAN, Henri Chandler",United States,Men,Team,Summer
1904,St Louis,Golf,Golf,"EGAN, Walter Eugene",United States,Men,Team,Summer
1904,St Louis,Golf,Golf,"HUNTER, Robert Edward",United States,Men,Team,Summer
1904,St Louis,Golf,Golf,"MOORE, Nathaniel Fish",United States,Men,Team,Summer
1904,St Louis,Golf,Golf,"PHELPS, Mason Elliot",United States,Men,Team,Summer
1904,St Louis,Golf,Golf,"SAWYER, Danieledward",United States,Men,Team,Summer
1904,St Louis,Golf,Golf,"SMOOT, Clement E.",United States,Men,Team,Summer
1904,St Louis,Golf,Golf,"WOOD, Warren K.",United States,Men,Team,Summer
1904,St Louis,Gymnastics,Artistic G.,"HENNIG, Edward",United States,Men,Club Swinging,Summer
1904,St Louis,Gymnastics,Artistic G.,"SPINNLER, Adolf",Switzerland,Men,Combined 3 Events,Summer
1904,St Louis,Gymnastics,Artistic G.,"HEIDA, Anton",United States,Men,Combined 4 Events,Summer
1904,St Louis,Gymnastics,Artistic G.,"HEIDA, Anton",United States,Men,Horizontal Bar,Summer
1904,St Louis,Gymnastics,Artistic G.,"HENNIG, Edward",United States,Men,Horizontal Bar,Summer
1904,St Louis,Gymnastics,Artistic G.,"LENHART, Julius",United States,Men,Individual All-Round,Summer
1904,St Louis,Gymnastics,Artistic G.,"EYSER, George",United States,Men,Parallel Bars,Summer
1904,St Louis,Gymnastics,Artistic G.,"HEIDA, Anton",United States,Men,Pommel Horse,Summer
1904,St Louis,Gymnastics,Artistic G.,"GLASS, Hermann",United States,Men,Rings,Summer
1904,St Louis,Gymnastics,Artistic G.,"EYSER, George",United States,Men,Rope Climbing,Summer
1904,St Louis,Gymnastics,Artistic G.,"GRIEB, John",United States,Men,Team Competition,Summer
1904,St Louis,Gymnastics,Artistic G.,"HEIDA, Anton",United States,Men,Team Competition,Summer
1904,St Louis,Gymnastics,Artistic G.,"HESS, Max",United States,Men,Team Competition,Summer
1904,St Louis,Gymnastics,Artistic G.,"KASSEL, Philipp",United States,Men,Team Competition,Summer
1904,St Louis,Gymnastics,Artistic G.,"LENHART, Julius",United States,Men,Team Competition,Summer
1904,St Louis,Gymnastics,Artistic G.,"RECKEWEG, Ernst",United States,Men,Team Competition,Summer
1904,St Louis,Gymnastics,Artistic G.,"EYSER, George",United States,Men,Vault,Summer
1904,St Louis,Gymnastics,Artistic G.,"HEIDA, Anton",United States,Men,Vault,Summer
1904,St Louis,Lacrosse,Lacrosse,"BLANCHARD, Elie",Canada,Men,Lacrosse,Summer
1904,St Louis,Lacrosse,Lacrosse,"BRENNAUGH, W.",Canada,Men,Lacrosse,Summer
1904,St Louis,Lacrosse,Lacrosse,"BRETZ, George",Canada,Men,Lacrosse,Summer
1904,St Louis,Lacrosse,Lacrosse,"BURNS, William Laurie",Canada,Men,Lacrosse,Summer
1904,St Louis,Lacrosse,Lacrosse,"CATTANACH, George",Canada,Men,Lacrosse,Summer
1904,St Louis,Lacrosse,Lacrosse,"CLOUTIER, George",Canada,Men,Lacrosse,Summer
1904,St Louis,Lacrosse,Lacrosse,"COWAN, Sandy",Canada,Men,Lacrosse,Summer
1904,St Louis,Lacrosse,Lacrosse,"FLETT, Jack",Canada,Men,Lacrosse,Summer
1904,St Louis,Lacrosse,Lacrosse,"JAMIESON, Benjamin",Canada,Men,Lacrosse,Summer
1904,St Louis,Lacrosse,Lacrosse,"LAIDLAW, Hilliard",Canada,Men,Lacrosse,Summer
1904,St Louis,Lacrosse,Lacrosse,"LYLE, H.",Canada,Men,Lacrosse,Summer
1904,St Louis,Lacrosse,Lacrosse,"ORRIS, William F.L.",Canada,Men,Lacrosse,Summer
1904,St Louis,Lacrosse,Lacrosse,"PENTLAND, L.H.",Canada,Men,Lacrosse,Summer
1904,St Louis,Roque,Roque,"JACOBUS, Charles",United States,Men,Individual,Summer
1904,St Louis,Rowing,Rowing,"FARNAM, Robert",United States,Men,Coxless Pair (2-),Summer
1904,St Louis,Rowing,Rowing,"RYAN, Joseph",United States,Men,Coxless Pair (2-),Summer
1904,St Louis,Rowing,Rowing,"MULCAHY, John J.F.",United States,Men,Double Sculls (2X),Summer
1904,St Louis,Rowing,Rowing,"VARLEY, William",United States,Men,Double Sculls (2X),Summer
1904,St Louis,Rowing,Rowing,"ABELL, Louis",United States,Men,Eight With Coxswain (8+),Summer
1904,St Louis,Rowing,Rowing,"ARMSTRONG, Charles E.",United States,Men,Eight With Coxswain (8+),Summer
1904,St Louis,Rowing,Rowing,"CRESSER, Frederick",United States,Men,Eight With Coxswain (8+),Summer
1904,St Louis,Rowing,Rowing,"DEMPSEY, Joseph F.",United States,Men,Eight With Coxswain (8+),Summer
1904,St Louis,Rowing,Rowing,"EXLEY, John",United States,Men,Eight With Coxswain (8+),Summer
1904,St Louis,Rowing,Rowing,"FLANIGAN, James",United States,Men,Eight With Coxswain (8+),Summer
1904,St Louis,Rowing,Rowing,"GLEASON, Michael D.",United States,Men,Eight With Coxswain (8+),Summer
1904,St Louis,Rowing,Rowing,"LOTT, Harry Hunter",United States,Men,Eight With Coxswain (8+),Summer
1904,St Louis,Rowing,Rowing,"SCHELL, Frank Reaner",United States,Men,Eight With Coxswain (8+),Summer
1904,St Louis,Rowing,Rowing,"DIETZ, George",United States,Men,Four Without Coxswain (4-),Summer
1904,St Louis,Rowing,Rowing,"ERKER, August",United States,Men,Four Without Coxswain (4-),Summer
1904,St Louis,Rowing,Rowing,"NASSE, Albert",United States,Men,Four Without Coxswain (4-),Summer
1904,St Louis,Rowing,Rowing,"STOCKHOFF, Arthur",United States,Men,Four Without Coxswain (4-),Summer
1904,St Louis,Rowing,Rowing,"GREER, Frank",United States,Men,Single Sculls (1X),Summer
1904,St Louis,Tennis,Tennis,"LEONARD, Edgar Welch",United States,Men,Doubles,Summer
1904,St Louis,Tennis,Tennis,"WRIGHT, Beals Coleman",United States,Men,Doubles,Summer
1904,St Louis,Tennis,Tennis,"WRIGHT, Beals Coleman",United States,Men,Singles,Summer
1904,St Louis,Tug of War,Tug of War,"FLANAGAN, Patrick",United States,Men,Tug Of War,Summer
1904,St Louis,Tug of War,Tug of War,"JOHNSON, Sydney B.",United States,Men,Tug Of War,Summer
1904,St Louis,Tug of War,Tug of War,"MAGNUSSEN, Conrad",United States,Men,Tug Of War,Summer
1904,St Louis,Tug of War,Tug of War,"OLSON, Oscar G.",United States,Men,Tug Of War,Summer
1904,St Louis,Tug of War,Tug of War,"SICLING, H.",United States,Men,Tug Of War,Summer
1904,St Louis,Weightlifting,Weightlifting,"OSTHOFF, Oscar Paul",United States,Men,All-Around Dumbbell Contest,Summer
1904,St Louis,Weightlifting,Weightlifting,"KAKOUSIS, Perikles",Greece,Men,Heavyweight - Two Hand Lift,Summer
1904,St Louis,Wrestling,Wrestling Free.,"CURRY, Robert",United States,Men,- 47.6KG (Light-Flyweight),Summer
1904,St Louis,Wrestling,Wrestling Free.,"HANSEN, Bernhuff",United States,Men,+ 71.67KG (Heavyweight),Summer
1904,St Louis,Wrestling,Wrestling Free.,"MEHNERT, George Nicholas",United States,Men,47.6 - 52.16KG (Flyweight),Summer
1904,St Louis,Wrestling,Wrestling Free.,"NIFLOT, Isidor",United States,Men,52.16 - 56.7KG (Bantamweight),Summer
1904,St Louis,Wrestling,Wrestling Free.,"BRADSHAW, Benjamin Joseph",United States,Men,56.7 - 61.23KG (Featherweight),Summer
1904,St Louis,Wrestling,Wrestling Free.,"ROEHM, Otto F.",United States,Men,61.23 - 65.77KG (Lightweight),Summer
1904,St Louis,Wrestling,Wrestling Free.,"ERICKSEN, Charles",United States,Men,65.77 - 71.67KG (Welterweight),Summer
1908,London,Aquatics,Diving,"JOHANSSON, Hjalmar",Sweden,Men,10M Platform,Summer
1908,London,Aquatics,Diving,"ZÜRNER, Albert",Germany,Men,3M Springboard,Summer
1908,London,Aquatics,Swimming,"BIEBERSTEIN, Arno",Germany,Men,100M Backstroke,Summer
1908,London,Aquatics,Swimming,"DANIELS, Charles",United States,Men,100M Freestyle,Summer
1908,London,Aquatics,Swimming,"TAYLOR, Henry",United Kingdom,Men,1500M Freestyle,Summer
1908,London,Aquatics,Swimming,"HOLMAN, Frederick",United Kingdom,Men,200M Breaststroke,Summer
1908,London,Aquatics,Swimming,"TAYLOR, Henry",United Kingdom,Men,400M Freestyle,Summer
1908,London,Aquatics,Swimming,"DERBYSHIRE, John Henry",United Kingdom,Men,4X200M Freestyle Relay,Summer
1908,London,Aquatics,Swimming,"FOSTER, William",United Kingdom,Men,4X200M Freestyle Relay,Summer
1908,London,Aquatics,Swimming,"RADMILOVIC, Paul",United Kingdom,Men,4X200M Freestyle Relay,Summer
1908,London,Aquatics,Swimming,"TAYLOR, Henry",United Kingdom,Men,4X200M Freestyle Relay,Summer
1908,London,Aquatics,Water polo,"CORNET, George Thomson",United Kingdom,Men,Water Polo,Summer
1908,London,Aquatics,Water polo,"FORSYTH, Charles Eric",United Kingdom,Men,Water Polo,Summer
1908,London,Aquatics,Water polo,"NEVINSON, George Wilfrid",United Kingdom,Men,Water Polo,Summer
1908,London,Aquatics,Water polo,"RADMILOVIC, Paul",United Kingdom,Men,Water Polo,Summer
1908,London,Aquatics,Water polo,"SMITH, Charles Sydney",United Kingdom,Men,Water Polo,Summer
1908,London,Aquatics,Water polo,"THOULD, Thomas Henry",United Kingdom,Men,Water Polo,Summer
1908,London,Aquatics,Water polo,"WILKINSON, George",United Kingdom,Men,Water Polo,Summer
1908,London,Archery,Archery,"GRISOT, EugÃ¨ne G.",France,Men,Continental Style 50M,Summer
1908,London,Archery,Archery,"NEWALL, Sybil Fenton Quenni",United Kingdom,Women,National Round (60Y - 50Y),Summer
1908,London,Archery,Archery,"DOD, William",United Kingdom,Men,York Round (100Y - 80Y - 60Y),Summer
1908,London,Athletics,Athletics,"WALKER, Reginald",South Africa,Men,100M,Summer
1908,London,Athletics,Athletics,"LARNER, George Edward",United Kingdom,Men,10Miles Walk (16093M),Summer
1908,London,Athletics,Athletics,"SMITHSON, Forrest",United States,Men,110M Hurdles,Summer
1908,London,Athletics,Athletics,"SHEPPARD, Melvin",United States,Men,1500M,Summer
1908,London,Athletics,Athletics,"KERR, Robert",Canada,Men,200M,Summer
1908,London,Athletics,Athletics,"RUSSELL, Arthur",United Kingdom,Men,3200M Steeplechase,Summer
1908,London,Athletics,Athletics,"LARNER, George Edward",United Kingdom,Men,3500M Walk,Summer
1908,London,Athletics,Athletics,"COALES, William",United Kingdom,Men,3Miles Team (4828M),Summer
1908,London,Athletics,Athletics,"DEAKIN, Joseph Edmund",United Kingdom,Men,3Miles Team (4828M),Summer
1908,London,Athletics,Athletics,"ROBERTSON, Arthur James",United Kingdom,Men,3Miles Team (4828M),Summer
1908,London,Athletics,Athletics,"HALSWELLE, Wyndham",United Kingdom,Men,400M,Summer
1908,London,Athletics,Athletics,"BACON, Charles Joseph",United States,Men,400M Hurdles,Summer
1908,London,Athletics,Athletics,"CARTMELL, John Nathaniel",United States,Men,4X400M Relay,Summer
1908,London,Athletics,Athletics,"HAMILTON, William Frank",United States,Men,4X400M Relay,Summer
1908,London,Athletics,Athletics,"SHEPPARD, Melvin",United States,Men,4X400M Relay,Summer
1908,London,Athletics,Athletics,"TAYLOR, John Baxter",United States,Men,4X400M Relay,Summer
1908,London,Athletics,Athletics,"VOIGT, Emil Robert",United Kingdom,Men,5 Miles (8047M),Summer
1908,London,Athletics,Athletics,"SHEPPARD, Melvin",United States,Men,800M,Summer
1908,London,Athletics,Athletics,"SHERIDAN, Martin",United States,Men,Discus Throw,Summer
1908,London,Athletics,Athletics,"SHERIDAN, Martin",United States,Men,Discus Throw Ancient Style,Summer
1908,London,Athletics,Athletics,"FLANAGAN, John Jesus",United States,Men,Hammer Throw,Summer
1908,London,Athletics,Athletics,"PORTER, Harry Franklin",United States,Men,High Jump,Summer
1908,London,Athletics,Athletics,"EWRY, Ray",United States,Men,"High Jump, Standing",Summer
1908,London,Athletics,Athletics,"LEMMING, Eric",Sweden,Men,Javelin Throw,Summer
1908,London,Athletics,Athletics,"LEMMING, Eric",Sweden,Men,Javelin Throw Freestyle,Summer
1908,London,Athletics,Athletics,"IRONS, Francis C.",United States,Men,Long Jump,Summer
1908,London,Athletics,Athletics,"EWRY, Ray",United States,Men,"Long Jump, Standing",Summer
1908,London,Athletics,Athletics,"HAYES, John Joseph",United States,Men,Marathon,Summer
1908,London,Athletics,Athletics,"COOKE, Edward Tiffin",United States,Men,Pole Vault,Summer
1908,London,Athletics,Athletics,"GILBERT, Alfred Carleten",United States,Men,Pole Vault,Summer
1908,London,Athletics,Athletics,"ROSE, Ralph",United States,Men,Shot Put,Summer
1908,London,Athletics,Athletics,"AHEARNE, Timoty J.",United Kingdom,Men,Triple Jump,Summer
1908,London,Boxing,Boxing,"THOMAS, A. Henry",United Kingdom,Men,- 52.62KG (Bantamweight),Summer
1908,London,Boxing,Boxing,"OLDMAN, Albert Leonard",United Kingdom,Men,+ 71.67KG (Heavyweight),Summer
1908,London,Boxing,Boxing,"GUNN, Richard Kenneth",United Kingdom,Men,52.62 - 57.15KG (Featherweight),Summer
1908,London,Boxing,Boxing,"GRACE, Frederick",United Kingdom,Men,57.15 - 63.5KG (Lightweight),Summer
1908,London,Boxing,Boxing,"DOUGLAS, John William Henry T.",United Kingdom,Men,63.5 - 71.67KG (Middleweight),Summer
1908,London,Cycling,Cycling Track,"BARTLETT, Charles Henry",United Kingdom,Men,100KM,Summer
1908,London,Cycling,Cycling Track,"JONES, Benjamin",United Kingdom,Men,"1980 Yards Pursuit, Team",Summer
1908,London,Cycling,Cycling Track,"KINGSBURY, Clarence Brickwood",United Kingdom,Men,"1980 Yards Pursuit, Team",Summer
1908,London,Cycling,Cycling Track,"MEREDITH, Leonard Lewis",United Kingdom,Men,"1980 Yards Pursuit, Team",Summer
1908,London,Cycling,Cycling Track,"PAYNE, Ernest",United Kingdom,Men,"1980 Yards Pursuit, Team",Summer
1908,London,Cycling,Cycling Track,"AUFFRAY, André",France,Men,2000M Tandem,Summer
1908,London,Cycling,Cycling Track,"SCHILLES, Maurice",France,Men,2000M Tandem,Summer
1908,London,Cycling,Cycling Track,"KINGSBURY, Clarence Brickwood",United Kingdom,Men,20KM,Summer
1908,London,Cycling,Cycling Track,"JONES, Benjamin",United Kingdom,Men,5000M,Summer
1908,London,Cycling,Cycling Track,"JOHNSON, Victor Louis",United Kingdom,Men,One Lap (660Y) Sprint,Summer
1908,London,Fencing,Fencing,"ALIBERT, Gaston",France,Men,Épée Individual,Summer
1908,London,Fencing,Fencing,"ALIBERT, Gaston",France,Men,Épée Team,Summer
1908,London,Fencing,Fencing,"BERGER, Henri-Georges",France,Men,Épée Team,Summer
1908,London,Fencing,Fencing,"COLLIGNON, Charles",France,Men,Épée Team,Summer
1908,London,Fencing,Fencing,"OLIVIER, Eugène Victor",France,Men,Épée Team,Summer
